,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,상대팀,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점
254,254,128,한국도로공사,1,135,54,106,44,7,3,0.42,58,24,4,3,0.41,7,1,1,0,0.14,8,6,0,0,0.75,4,0,0,0,0.0,8,3,1,0,0.38,21,10,1,0,0.48,73,5,8,0.07,69,61,8,0,20.509999999999998,104,41,1,13.84,50,31,0,233.84,43,5,13,15,2,1.6600000000000001,2,0,14,1,현대건설,2,0.88,0.39,0.62,0.12,75,56
255,255,128,현대건설,0,112,42,111,35,5,9,0.32,76,22,4,8,0.29,2,1,1,0,0.5,0,0,0,0,,11,4,0,1,0.36,6,2,0,0,0.33,16,6,0,0,0.38,58,0,8,0.0,73,61,12,0,20.67,115,35,4,11.67,65,27,5,97.99,46,7,17,17,0,2.32,5,0,21,0,한국도로공사,5,0.84,0.3,0.42,0.15,56,75
256,256,129,GS칼텍스,0,125,43,119,33,8,6,0.28,55,16,3,2,0.29,4,3,0,0,0.75,3,1,1,0,0.33,16,4,2,3,0.25,12,3,0,0,0.25,29,6,2,1,0.21,54,2,7,0.04,75,63,12,0,22.34,124,32,3,11.33,69,28,1,149.21,51,8,18,16,1,2.66,6,0,17,1,IBK기업은행,0,0.84,0.26,0.41,0.16,53,75
257,257,129,IBK기업은행,1,106,58,117,49,8,5,0.42,65,26,5,2,0.4,3,3,0,0,1.0,1,1,0,0,1.0,10,3,0,1,0.3,10,3,1,1,0.3,28,13,2,1,0.46,74,1,5,0.01,89,79,10,0,27.16,115,45,0,14.99,47,20,2,104.56,60,8,29,12,0,2.67,3,0,10,0,GS칼텍스,3,0.89,0.39,0.43,0.13,75,53
258,258,130,KGC인삼공사,0,85,41,139,30,10,11,0.22,60,10,3,6,0.17,6,1,0,0,0.17,3,0,0,0,0.0,7,1,0,2,0.14,12,4,0,1,0.33,51,14,7,2,0.27,58,1,5,0.02,100,91,9,0,33.17,150,29,1,10.83,69,33,2,136.75,68,10,28,23,0,3.5,9,0,17,0,현대건설,4,0.91,0.19,0.48,0.15,56,75
259,259,130,현대건설,1,109,58,135,46,10,11,0.34,78,25,6,7,0.32,4,1,0,0,0.25,2,1,0,1,0.5,20,9,0,3,0.45,5,1,0,0,0.2,26,9,4,0,0.35,73,2,4,0.03,94,85,9,0,28.66,131,42,0,14.0,53,22,1,219.22,68,10,26,13,0,3.33,5,0,15,1,KGC인삼공사,5,0.9,0.32,0.42,0.15,75,56
260,260,131,IBK기업은행,1,91,78,179,63,9,7,0.35,107,31,6,4,0.29,8,3,1,0,0.38,5,0,1,0,0.0,10,4,0,0,0.4,11,6,0,0,0.55,38,19,1,3,0.5,96,5,9,0.05,135,116,19,0,25.0,189,62,0,14.5,88,50,7,278.89,76,10,38,21,0,2.0,9,0,16,0,흥국생명,3,0.86,0.33,0.57,0.13,97,92
261,261,131,흥국생명,0,132,76,178,60,10,13,0.34,107,32,8,9,0.3,5,1,1,0,0.2,2,0,0,0,0.0,20,12,0,2,0.6,10,5,0,0,0.5,34,10,1,2,0.29,93,7,5,0.08,124,106,18,0,21.8,185,58,1,12.35,87,40,5,286.06,79,9,31,23,0,1.8,8,0,19,1,IBK기업은행,1,0.85,0.31,0.46,0.11,92,97
262,262,132,KGC인삼공사,0,99,32,110,26,6,12,0.24,52,10,1,6,0.19,6,2,0,2,0.33,5,1,0,1,0.2,4,1,0,1,0.25,7,1,1,1,0.14,36,11,4,1,0.31,51,1,9,0.02,78,63,15,0,25.17,122,25,5,9.17,65,31,0,234.82999999999998,35,5,19,10,0,1.9900000000000002,3,0,26,1,한국도로공사,4,0.81,0.2,0.48,0.14,49,75
263,263,132,한국도로공사,1,132,49,99,43,5,5,0.43,56,22,5,3,0.39,7,4,0,0,0.57,5,3,0,0,0.6,4,0,0,1,0.0,7,5,0,1,0.71,20,9,0,0,0.45,73,0,8,0.0,59,56,3,0,20.66,93,39,1,13.01,42,23,1,167.85,66,6,28,15,3,2.0,2,0,17,0,KGC인삼공사,2,0.95,0.42,0.55,0.09,75,49
264,264,133,IBK기업은행,1,128,56,147,44,2,7,0.3,88,21,2,4,0.24,5,2,0,0,0.4,4,1,0,1,0.25,10,3,0,0,0.3,12,6,0,0,0.5,28,11,0,2,0.39,73,4,8,0.05,115,106,8,1,35.83,156,43,1,15.66,51,29,0,222.62,79,8,35,17,0,2.66,6,0,17,1,KGC인삼공사,3,0.92,0.28,0.57,0.1,75,51
265,265,133,KGC인삼공사,0,112,34,159,32,8,14,0.2,96,15,6,9,0.16,12,4,0,1,0.33,3,1,0,1,0.33,14,3,0,0,0.21,6,1,1,0,0.17,28,8,1,3,0.29,53,0,2,0.0,133,117,16,0,41.66,162,29,3,9.66,65,26,4,146.1,56,2,39,9,0,0.8300000000000001,2,0,19,0,IBK기업은행,4,0.88,0.18,0.4,0.04,51,75
266,266,134,한국도로공사,0,121,73,188,62,7,13,0.33,82,31,5,3,0.38,10,4,0,0,0.4,10,3,0,1,0.3,17,4,0,5,0.24,10,4,0,0,0.4,59,16,2,4,0.27,93,3,3,0.03,138,119,19,0,29.75,193,58,0,14.5,94,56,3,340.19,86,8,42,25,2,2.0,5,0,18,1,흥국생명,2,0.86,0.3,0.6,0.09,92,102
267,267,134,흥국생명,1,132,84,202,74,8,10,0.37,94,27,4,6,0.29,17,10,0,0,0.59,5,2,0,0,0.4,25,6,3,1,0.24,7,2,0,0,0.29,54,27,1,3,0.5,102,3,7,0.03,138,120,18,0,31.33,197,68,0,21.83,90,59,3,358.36,80,7,46,15,2,1.75,5,0,19,0,한국도로공사,1,0.87,0.35,0.66,0.09,102,92
268,268,135,현대건설,0,121,77,166,64,5,12,0.39,80,28,0,8,0.35,5,2,0,0,0.4,0,0,0,0,,38,17,3,3,0.45,18,4,1,1,0.22,25,13,1,0,0.52,87,5,14,0.06,97,84,12,1,21.75,164,56,2,14.75,96,45,2,331.61,78,8,31,20,4,2.0,7,0,33,0,흥국생명,5,0.87,0.34,0.47,0.1,86,98
269,269,135,흥국생명,1,136,65,159,58,8,6,0.36,90,29,5,4,0.32,11,6,0,0,0.55,10,3,0,0,0.3,14,6,0,0,0.43,4,2,0,0,0.5,30,12,3,2,0.4,97,2,1,0.02,117,102,15,0,26.33,163,55,1,16.17,73,27,5,193.82,57,5,22,19,1,1.25,3,0,9,1,현대건설,1,0.87,0.34,0.37,0.09,98,86
270,270,136,GS칼텍스,1,120,50,99,42,7,4,0.42,46,15,2,1,0.33,5,3,1,0,0.6,2,1,0,0,0.5,12,2,2,3,0.17,8,2,0,0,0.25,26,19,2,0,0.73,74,2,5,0.03,70,57,13,0,19.33,106,40,1,13.34,54,24,3,143.89,45,6,16,15,1,2.0,5,0,11,0,KGC인삼공사,0,0.81,0.38,0.44,0.13,75,60
271,271,136,KGC인삼공사,0,91,49,106,39,6,14,0.37,50,14,2,9,0.28,14,5,2,0,0.36,1,0,0,0,0.0,2,0,0,0,0.0,11,5,0,2,0.45,28,15,2,3,0.54,61,3,7,0.05,62,52,9,1,17.5,112,37,2,13.83,69,38,2,262.88,49,7,19,15,1,2.5,7,0,25,1,GS칼텍스,4,0.84,0.33,0.55,0.14,60,75
272,272,137,GS칼텍스,0,120,82,184,64,14,9,0.35,84,24,9,5,0.29,11,5,0,0,0.45,0,0,0,0,,20,6,2,3,0.3,14,4,1,1,0.29,55,25,2,0,0.45,101,5,7,0.05,128,109,19,0,23.39,195,62,3,13.38,96,39,4,130.91,69,13,28,14,0,2.7,8,0,19,0,IBK기업은행,0,0.85,0.32,0.41,0.19,98,82
273,273,137,IBK기업은행,0,109,63,159,49,14,7,0.31,92,26,6,4,0.28,6,0,1,0,0.0,2,2,0,0,1.0,16,5,2,2,0.31,8,5,0,0,0.62,35,11,5,1,0.31,80,7,6,0.09,100,85,15,0,22.0,158,48,3,12.5,91,35,6,134.76,74,7,29,28,0,1.75,2,0,16,1,GS칼텍스,3,0.85,0.3,0.38,0.09,82,98
274,274,138,한국도로공사,1,151,80,149,60,7,9,0.4,90,28,4,8,0.31,9,8,0,0,0.89,4,1,0,0,0.25,13,6,1,1,0.46,9,4,2,0,0.44,24,13,0,0,0.54,96,6,4,0.06,105,91,14,0,23.83,142,56,0,16.08,74,40,7,341.27,83,14,32,20,3,3.5,10,0,16,1,현대건설,2,0.87,0.39,0.54,0.17,99,102
275,275,138,현대건설,1,132,86,180,68,13,8,0.38,98,39,6,2,0.4,3,1,0,1,0.33,0,0,0,0,,26,7,2,4,0.27,18,8,1,0,0.44,35,13,4,1,0.37,105,4,9,0.04,120,109,11,0,23.23,182,62,1,12.45,94,47,5,191.89,97,14,37,31,1,2.98,12,0,19,0,한국도로공사,5,0.91,0.34,0.5,0.14,102,99
276,276,139,IBK기업은행,1,109,70,128,53,12,5,0.41,65,20,7,2,0.31,9,7,0,0,0.78,2,1,0,0,0.5,13,4,2,2,0.31,11,6,1,0,0.55,28,15,2,1,0.54,89,7,7,0.08,93,73,20,0,21.83,140,52,2,14.0,78,42,3,206.25,67,10,28,18,0,2.75,7,0,14,1,현대건설,3,0.78,0.37,0.54,0.15,90,85
277,277,139,현대건설,0,122,71,140,56,10,7,0.4,74,28,5,4,0.38,2,0,0,0,0.0,0,0,0,0,,19,11,3,0,0.58,9,4,0,0,0.44,36,13,2,3,0.36,86,3,8,0.03,94,78,16,0,21.17,149,56,2,14.0,82,41,7,422.42,56,12,18,16,3,3.75,10,0,20,0,IBK기업은행,5,0.83,0.38,0.5,0.21,85,90
278,278,140,GS칼텍스,0,108,67,151,51,9,6,0.34,88,28,3,4,0.32,9,2,0,0,0.22,0,0,0,0,,10,4,1,1,0.4,7,0,1,0,0.0,37,17,4,1,0.46,83,7,10,0.08,103,82,21,0,21.5,161,47,2,11.83,87,33,2,145.07,66,9,26,18,3,2.5,8,0,21,0,한국도로공사,0,0.8,0.29,0.38,0.14,82,93
279,279,140,한국도로공사,1,133,72,143,61,9,7,0.43,82,34,8,4,0.41,9,5,0,0,0.56,4,1,0,0,0.25,8,0,0,3,0.0,9,6,0,0,0.67,31,15,1,0,0.48,92,2,5,0.02,111,98,13,0,24.75,155,59,3,14.75,73,32,7,182.0,85,9,41,24,0,2.25,5,0,15,1,GS칼텍스,2,0.88,0.38,0.44,0.11,93,82
280,280,141,KGC인삼공사,0,97,33,105,30,6,7,0.29,38,7,3,3,0.18,6,1,1,0,0.17,9,4,1,0,0.44,5,0,0,1,0.0,13,6,0,0,0.46,34,12,1,3,0.35,48,1,7,0.02,72,59,12,1,23.67,112,29,4,12.0,67,34,7,239.67,34,2,12,15,2,0.66,1,0,21,0,흥국생명,4,0.82,0.26,0.51,0.06,47,75
281,281,141,흥국생명,1,132,54,87,41,2,4,0.47,51,22,2,3,0.43,7,4,0,0,0.57,7,5,0,0,0.71,5,3,0,0,0.6,6,1,0,1,0.17,11,6,0,0,0.55,74,7,7,0.09,68,60,8,0,21.48,91,38,3,13.99,41,15,1,145.9,55,6,23,12,0,2.0100000000000002,4,0,14,1,KGC인삼공사,1,0.88,0.42,0.37,0.11,75,47
282,282,142,IBK기업은행,1,72,64,106,50,4,5,0.47,61,27,2,3,0.44,2,0,1,0,0.0,1,0,0,0,0.0,7,2,1,1,0.29,4,3,0,0,0.75,31,18,0,1,0.58,74,5,7,0.07,76,65,11,0,21.67,108,46,0,15.33,50,20,2,130.82999999999998,45,9,19,9,0,2.9899999999999998,6,0,12,1,한국도로공사,3,0.86,0.43,0.4,0.2,75,54
283,283,142,한국도로공사,0,151,42,104,36,9,5,0.35,52,15,1,3,0.29,3,1,0,0,0.33,3,1,0,0,0.33,8,2,3,0,0.25,1,0,0,0,0.0,37,17,5,2,0.46,55,2,5,0.04,65,56,9,0,20.17,111,34,0,11.33,67,28,5,186.63,45,4,19,15,1,1.33,4,0,11,0,IBK기업은행,2,0.86,0.31,0.42,0.09,54,75
284,284,143,GS칼텍스,1,95,53,105,41,6,8,0.39,50,15,6,5,0.3,1,0,0,0,0.0,2,1,0,0,0.5,11,5,0,0,0.45,10,6,0,1,0.6,31,14,0,2,0.45,74,3,9,0.04,65,60,5,0,21.33,107,40,0,13.33,55,23,1,183.32999999999998,43,9,14,11,0,3.6500000000000004,8,0,17,0,현대건설,0,0.92,0.37,0.42,0.21,75,57
285,285,143,현대건설,0,139,40,106,33,9,13,0.31,74,20,5,9,0.27,2,2,0,0,1.0,0,0,0,0,,12,6,2,2,0.5,4,0,0,1,0.0,14,5,2,1,0.36,59,1,4,0.02,73,58,15,0,20.66,113,31,3,10.33,64,18,3,104.41,40,6,12,12,2,2.17,6,0,22,1,GS칼텍스,5,0.79,0.27,0.28,0.15,57,75
286,286,144,KGC인삼공사,0,95,40,123,31,8,11,0.25,63,17,6,4,0.27,10,3,0,2,0.3,1,1,0,0,1.0,1,0,0,0,0.0,11,4,0,0,0.36,37,6,2,5,0.16,59,7,7,0.12,86,71,15,0,24.32,130,30,1,9.99,69,35,3,279.19,42,2,18,16,2,0.66,2,0,21,0,한국도로공사,4,0.83,0.23,0.51,0.05,58,75
287,287,144,한국도로공사,1,141,54,105,43,2,10,0.41,62,23,2,6,0.37,9,4,0,0,0.44,3,2,0,1,0.67,2,0,0,0,0.0,6,4,0,0,0.67,23,10,0,3,0.43,74,3,5,0.04,74,68,6,0,23.990000000000002,106,42,0,16.0,52,23,7,119.5,71,8,25,16,3,2.66,7,0,18,1,KGC인삼공사,2,0.92,0.4,0.44,0.11,75,58
288,288,145,현대건설,0,129,48,134,44,6,10,0.33,82,27,4,7,0.33,4,2,0,0,0.5,2,1,0,0,0.5,21,7,1,3,0.33,7,2,1,0,0.29,18,5,0,0,0.28,57,1,3,0.02,86,75,9,2,28.83,134,41,2,14.0,69,27,6,102.62,50,3,19,18,1,0.99,3,0,18,1,흥국생명,5,0.87,0.31,0.39,0.06,55,75
289,289,145,흥국생명,1,111,57,113,45,3,2,0.4,61,24,2,2,0.39,7,3,1,0,0.43,6,3,0,0,0.5,18,3,0,0,0.17,8,4,0,0,0.5,13,8,0,0,0.62,73,6,4,0.08,93,79,14,0,27.0,122,44,1,14.66,54,24,1,164.12,70,6,31,21,0,2.0,5,0,7,0,현대건설,1,0.85,0.36,0.44,0.09,75,55
290,290,146,IBK기업은행,1,88,59,114,43,6,3,0.38,75,26,4,3,0.35,7,3,0,0,0.43,4,2,0,0,0.5,6,1,2,0,0.17,6,4,0,0,0.67,16,7,0,0,0.44,74,4,6,0.05,86,67,19,0,23.0,112,38,1,12.65,56,29,2,149.42000000000002,61,12,26,15,0,4.0,7,0,10,0,KGC인삼공사,3,0.78,0.34,0.52,0.2,75,62
291,291,146,KGC인삼공사,0,87,52,124,44,12,8,0.35,59,16,8,4,0.27,8,5,0,0,0.62,4,3,1,0,0.75,5,1,0,2,0.2,11,2,0,0,0.18,37,17,3,2,0.46,63,2,7,0.03,83,66,17,0,22.0,123,42,0,14.01,68,40,4,169.59,56,6,24,15,1,2.0,5,0,16,1,IBK기업은행,4,0.8,0.34,0.59,0.11,62,75
292,292,147,GS칼텍스,1,93,57,116,49,3,4,0.42,67,27,3,2,0.4,4,2,0,0,0.5,1,1,0,0,1.0,12,3,0,2,0.25,8,4,0,0,0.5,24,12,0,0,0.5,73,2,3,0.03,84,73,11,0,24.32,114,48,0,15.99,47,26,1,231.22,44,6,23,10,0,1.9900000000000002,5,0,7,1,한국도로공사,0,0.87,0.42,0.55,0.14,72,72
293,293,147,한국도로공사,0,147,65,157,54,8,8,0.34,83,22,5,5,0.27,11,5,1,0,0.45,17,6,1,1,0.35,3,0,0,0,0.0,19,10,0,0,0.53,24,11,1,2,0.46,88,2,7,0.02,104,87,17,0,21.83,161,51,0,14.25,87,40,4,242.15,79,9,31,25,0,3.0,6,0,15,0,GS칼텍스,2,0.84,0.32,0.46,0.11,72,72
294,294,148,현대건설,1,124,79,157,67,9,13,0.43,101,40,6,6,0.4,3,1,0,1,0.33,0,0,0,0,,29,14,2,5,0.48,10,7,0,0,0.7,14,5,1,1,0.36,93,4,6,0.04,110,96,14,0,24.0,168,61,1,15.25,80,37,2,283.34000000000003,74,8,28,22,1,2.0,5,0,21,0,흥국생명,5,0.87,0.36,0.46,0.11,97,62
295,295,148,흥국생명,0,129,41,113,37,6,12,0.33,75,22,4,6,0.29,6,4,0,1,0.67,5,3,0,0,0.6,9,3,0,1,0.33,5,0,0,2,0.0,13,5,2,2,0.38,50,1,3,0.02,77,60,16,1,22.83,119,36,2,12.0,70,32,2,201.66,46,3,17,15,0,0.99,3,0,18,1,현대건설,1,0.78,0.3,0.46,0.07,62,97
296,296,149,KGC인삼공사,0,95,49,142,45,9,6,0.32,77,16,4,4,0.21,8,6,0,0,0.75,10,6,0,0,0.6,4,1,0,0,0.25,11,5,1,0,0.45,32,11,4,2,0.34,67,2,8,0.03,94,82,12,0,30.67,148,43,1,15.16,74,36,3,176.32,62,2,32,16,1,0.66,2,0,16,1,현대건설,4,0.87,0.29,0.49,0.03,66,80
297,297,149,현대건설,1,125,64,137,52,2,10,0.38,104,38,2,7,0.37,2,1,0,0,0.5,0,0,0,0,,11,4,0,1,0.36,9,5,0,0,0.56,11,4,0,2,0.36,79,3,5,0.04,100,90,10,0,30.0,139,47,1,15.66,59,27,2,219.53,77,9,34,20,1,2.99,6,0,17,0,KGC인삼공사,5,0.9,0.34,0.46,0.12,80,66
298,298,150,IBK기업은행,0,112,44,118,36,6,8,0.31,65,18,3,6,0.28,9,2,0,1,0.22,2,1,0,0,0.5,11,4,0,1,0.36,8,4,1,0,0.5,23,7,2,0,0.3,63,3,3,0.05,87,71,16,0,28.99,123,34,2,11.98,67,28,7,148.0,42,5,21,13,0,1.6600000000000001,5,0,13,1,흥국생명,3,0.82,0.28,0.42,0.12,62,76
299,299,150,흥국생명,1,104,63,115,50,5,8,0.43,60,22,4,2,0.37,8,6,0,0,0.75,7,2,0,2,0.29,19,8,0,3,0.42,5,1,0,0,0.2,16,11,1,1,0.69,75,7,8,0.09,76,71,5,0,23.67,122,46,2,15.33,60,27,3,157.62,55,6,25,14,0,1.9900000000000002,5,0,18,0,IBK기업은행,1,0.93,0.38,0.45,0.11,76,62
300,300,151,GS칼텍스,1,114,64,125,53,5,9,0.42,72,26,2,3,0.36,2,0,0,0,0.0,3,1,1,0,0.33,15,7,0,3,0.47,9,4,1,2,0.44,24,15,1,1,0.62,75,2,5,0.03,80,68,12,0,27.0,125,51,3,17.0,66,29,3,158.0,68,9,27,22,0,3.0,7,0,17,1,KGC인삼공사,0,0.85,0.41,0.44,0.13,76,68
301,301,151,KGC인삼공사,0,95,51,114,43,9,7,0.38,72,26,5,7,0.36,9,4,1,0,0.44,5,0,0,0,0.0,1,0,0,0,0.0,6,1,3,0,0.17,21,12,0,0,0.57,69,3,3,0.04,77,62,15,0,21.009999999999998,121,41,0,14.17,70,22,2,232.75,57,5,21,19,2,1.6700000000000002,2,0,12,0,GS칼텍스,4,0.81,0.34,0.31,0.09,68,76
302,302,152,한국도로공사,1,133,88,168,69,9,11,0.41,78,28,5,4,0.36,16,11,0,2,0.69,3,2,0,0,0.67,23,6,2,2,0.26,12,6,0,0,0.5,36,16,2,3,0.44,107,4,10,0.04,116,95,21,0,19.27,170,67,2,13.6,87,49,2,99.62,73,15,22,14,1,3.0500000000000003,14,0,24,0,흥국생명,2,0.82,0.39,0.56,0.21,108,95
303,303,152,흥국생명,0,136,71,179,60,15,7,0.34,97,26,8,4,0.27,10,8,0,0,0.8,2,0,1,1,0.0,22,7,3,0,0.32,16,9,0,0,0.56,32,10,3,2,0.31,97,2,10,0.02,116,98,18,0,21.35,185,58,2,14.43,96,44,4,205.13,74,9,31,24,1,1.8,9,0,20,1,한국도로공사,1,0.84,0.31,0.46,0.12,95,108
304,304,153,GS칼텍스,0,101,76,173,61,12,6,0.35,85,25,8,3,0.29,7,3,1,0,0.43,0,0,0,0,,18,6,2,0,0.33,14,3,0,1,0.21,49,24,1,2,0.49,98,4,13,0.04,124,99,24,1,20.35,180,59,2,11.8,97,41,5,111.39,98,11,42,23,1,2.4,9,0,23,1,한국도로공사,0,0.8,0.33,0.42,0.11,98,111
305,305,153,한국도로공사,1,144,88,190,71,11,8,0.37,99,34,3,5,0.34,18,10,1,0,0.56,9,6,0,0,0.67,7,0,1,1,0.0,16,8,1,0,0.5,41,13,5,2,0.32,111,5,14,0.05,130,118,12,0,24.8,188,65,0,13.0,85,46,4,135.97,81,12,32,26,0,2.5,10,0,22,0,GS칼텍스,2,0.91,0.35,0.54,0.15,111,98
306,306,154,IBK기업은행,0,128,65,148,50,6,9,0.34,79,21,4,6,0.27,4,1,0,0,0.25,7,2,0,1,0.29,20,8,0,1,0.4,11,8,0,0,0.73,27,10,2,1,0.37,83,4,5,0.05,106,85,21,0,23.67,153,49,2,14.25,86,37,6,163.72,61,11,21,18,1,2.75,9,0,17,0,현대건설,3,0.8,0.32,0.43,0.18,82,96
307,307,154,현대건설,1,118,79,152,67,11,6,0.44,89,33,8,3,0.37,1,1,0,0,1.0,0,0,0,0,,31,13,3,2,0.42,7,3,0,0,0.43,24,17,0,1,0.71,95,6,9,0.06,97,86,11,0,21.5,151,61,0,15.25,78,37,4,142.5,63,6,23,16,2,1.5,5,0,17,1,IBK기업은행,5,0.89,0.4,0.47,0.1,96,82
308,308,155,GS칼텍스,1,124,82,184,69,16,11,0.38,97,32,7,6,0.33,4,2,0,0,0.5,0,0,0,0,,18,8,2,3,0.44,14,2,1,1,0.14,51,25,6,1,0.49,101,3,6,0.03,134,111,23,0,27.32,186,65,0,16.57,86,36,4,262.96,87,10,40,14,0,2.2,9,0,17,0,IBK기업은행,0,0.83,0.35,0.42,0.11,101,93
309,309,155,IBK기업은행,0,138,76,181,56,10,9,0.31,91,26,6,4,0.29,4,1,1,0,0.25,1,1,0,0,1.0,20,6,1,3,0.3,11,2,0,0,0.18,54,20,2,2,0.37,93,4,7,0.04,126,108,18,0,25.6,188,52,1,12.8,95,47,3,186.97,89,16,35,23,2,3.2,10,0,19,1,GS칼텍스,3,0.86,0.28,0.49,0.18,93,101
310,310,156,KGC인삼공사,0,89,47,115,41,6,7,0.36,59,24,2,5,0.41,10,3,0,0,0.3,3,0,0,0,0.0,7,1,1,1,0.14,6,1,0,0,0.17,30,12,3,1,0.4,55,4,4,0.07,83,62,19,2,20.84,122,38,1,12.66,70,32,2,170.74,42,2,16,16,0,0.66,1,0,14,1,흥국생명,4,0.75,0.31,0.46,0.05,54,75
311,311,156,흥국생명,1,137,61,107,53,2,2,0.5,69,35,1,1,0.51,3,1,0,0,0.33,7,5,0,0,0.71,11,5,1,1,0.45,10,4,0,0,0.4,7,3,0,0,0.43,74,2,4,0.03,82,68,13,1,24.33,102,47,0,16.490000000000002,51,24,4,189.01,52,6,20,16,0,2.0,4,0,7,0,KGC인삼공사,1,0.83,0.46,0.47,0.12,75,54
312,312,157,KGC인삼공사,0,107,72,169,55,8,8,0.33,73,16,3,2,0.22,6,3,0,0,0.5,7,2,1,0,0.29,15,2,0,3,0.13,8,3,1,1,0.38,60,29,3,2,0.48,96,4,11,0.04,111,92,19,0,20.03,167,50,1,11.600000000000001,100,55,10,335.99,64,13,25,13,0,3.4,9,0,20,0,흥국생명,4,0.83,0.3,0.55,0.2,96,105
313,313,157,흥국생명,1,144,85,175,67,13,12,0.38,101,40,7,6,0.4,11,2,0,2,0.18,5,3,0,0,0.6,23,8,4,2,0.35,4,1,0,0,0.25,31,13,2,2,0.42,106,10,6,0.09,133,112,21,0,25.26,178,62,4,18.03,84,39,4,204.56,61,8,29,11,2,1.65,5,0,24,1,KGC인삼공사,1,0.84,0.35,0.46,0.13,105,96
314,314,158,GS칼텍스,0,115,65,174,58,11,15,0.33,102,39,8,7,0.38,3,1,0,1,0.33,1,0,0,0,0.0,20,6,1,3,0.3,16,5,0,1,0.31,32,7,2,3,0.22,81,3,7,0.04,128,109,19,0,28.83,182,53,3,13.42,89,34,4,165.18,80,4,46,15,0,1.0,3,0,25,1,IBK기업은행,0,0.85,0.29,0.38,0.05,78,95
315,315,158,IBK기업은행,1,94,70,168,55,4,6,0.33,103,30,3,5,0.29,4,0,0,0,0.0,2,0,0,0,0.0,12,4,1,0,0.33,16,8,0,1,0.5,31,13,0,0,0.42,94,4,5,0.04,124,110,14,0,29.33,165,52,1,15.25,72,29,3,169.76000000000002,98,11,43,29,1,2.75,9,0,13,0,GS칼텍스,3,0.89,0.32,0.4,0.11,95,78
316,316,159,현대건설,0,128,48,123,38,13,5,0.31,71,22,6,3,0.31,5,1,0,0,0.2,0,0,0,0,,17,5,4,1,0.29,9,3,0,0,0.33,21,7,3,1,0.33,62,5,7,0.08,86,76,10,0,26.009999999999998,133,37,3,12.33,69,39,2,210.52,52,5,23,16,1,1.6700000000000002,5,0,16,0,흥국생명,5,0.88,0.28,0.57,0.1,61,75
317,317,159,흥국생명,1,122,59,121,44,5,7,0.36,66,20,5,2,0.3,5,4,0,0,0.8,5,2,0,1,0.4,21,10,0,3,0.48,6,1,0,0,0.17,18,7,0,1,0.39,74,2,5,0.03,92,80,12,0,27.5,126,42,1,16.34,55,24,5,295.6,59,13,23,10,0,4.33,8,0,13,1,현대건설,1,0.87,0.33,0.44,0.22,75,61
318,318,160,IBK기업은행,1,109,58,116,45,8,6,0.39,66,25,5,4,0.38,6,4,1,0,0.67,4,2,0,1,0.5,10,2,0,0,0.2,8,4,0,0,0.5,22,8,2,1,0.36,73,3,2,0.04,69,63,6,0,21.0,109,42,0,13.99,51,26,2,166.25,62,10,21,17,2,4.0,7,0,10,1,KGC인삼공사,3,0.91,0.39,0.51,0.16,75,54
319,319,160,KGC인삼공사,0,99,44,112,34,10,12,0.3,63,15,8,7,0.24,5,3,0,0,0.6,2,2,0,0,1.0,4,2,0,1,0.5,4,0,0,0,0.0,34,12,2,4,0.35,57,2,5,0.04,75,59,16,0,21.5,119,34,0,11.83,71,30,3,256.37,55,8,22,14,0,2.83,5,0,17,0,IBK기업은행,4,0.79,0.29,0.42,0.15,54,75
320,320,161,한국도로공사,0,147,80,173,71,11,3,0.41,103,37,7,2,0.36,3,2,0,0,0.67,8,3,0,1,0.38,14,8,0,0,0.57,21,12,1,0,0.57,24,9,3,0,0.38,102,3,10,0.03,116,97,19,0,20.7,177,67,2,19.3,96,50,7,141.45999999999998,81,6,34,24,1,1.2000000000000002,5,0,16,1,현대건설,2,0.84,0.38,0.52,0.07,102,103
321,321,161,현대건설,1,124,87,178,69,6,12,0.39,109,40,3,9,0.37,3,3,0,0,1.0,0,0,0,0,,27,12,2,3,0.44,16,8,0,0,0.5,23,6,1,0,0.26,103,7,7,0.07,113,95,18,0,19.05,176,65,0,13.0,92,49,3,158.16,81,11,32,21,3,2.2,8,0,22,0,한국도로공사,5,0.84,0.37,0.53,0.14,103,102
