index,경기번호,경기날짜,팀명,홈_어웨이,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,득점점유율,스타팅멤버,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점,상대팀
52,27,2017-11-14,대한항공,1,1,50,75,39,0,5,0.52,21,8,0,2,0.38,3,2,0,0,0.67,0,0,0,0,0.0,21,10,0,3,0.48,11,5,0,0,0.45,19,14,0,0,0.74,69,2,7,0.03,48,42,6,0,13.99,77,38,1,12.66,40,24,2,7.67,51,9,15,18,0,3.0,8,0,13,1.0,6,0,0.88,0.49,0.6,0.18,75,52,한국전력
53,27,2017-11-14,한국전력,0,0,37,86,34,7,6,0.4,44,14,5,3,0.32,1,0,0,0,0.0,0,0,0,0,0.0,21,9,2,2,0.43,8,2,0,0,0.25,12,9,0,1,0.75,46,3,12,0.07,46,38,8,0,12.67,82,28,2,9.33,61,29,4,8.33,28,0,14,12,1,0.0,0,0,21,1.0,6,5,0.83,0.34,0.48,0.0,52,75,대한항공
54,28,2017-11-15,삼성화재,0,1,51,74,44,6,9,0.59,35,20,3,4,0.57,2,2,0,0,1.0,2,2,0,0,1.0,17,7,2,4,0.41,9,6,1,0,0.67,9,7,0,1,0.78,74,1,11,0.01,39,35,4,0,11.67,72,39,0,13.0,48,23,3,6.66,38,6,14,16,1,1.99,5,0,21,1.0,6,3,0.9,0.54,0.48,0.16,75,64,현대캐피탈
55,28,2017-11-15,현대캐피탈,1,0,38,61,30,5,5,0.49,10,4,0,1,0.4,5,3,0,0,0.6,0,0,0,0,0.0,18,6,3,2,0.33,13,10,0,1,0.77,15,7,2,1,0.47,41,3,10,0.07,22,17,5,0,5.65,6,1,0,0.33,41,22,1,7.0,26,5,5,14,0,1.67,1,0,15,0.9999999999999996,4,1,0.77,0.17,0.54,0.19,64,75,삼성화재
56,29,2017-11-16,OK저축은행,1,0,57,102,45,9,9,0.44,25,7,5,4,0.28,12,10,0,0,0.83,0,0,0,0,0.0,32,16,2,5,0.5,14,6,1,0,0.43,19,6,1,0,0.32,83,5,20,0.06,45,34,11,0,8.58,112,48,1,12.0,80,42,3,10.0,36,7,9,16,1,1.92,6,0,31,0.9999999999999998,6,4,0.76,0.43,0.52,0.19,90,99,우리카드
57,29,2017-11-16,우리카드,0,1,62,88,49,8,9,0.56,33,18,0,3,0.55,4,2,0,0,0.5,0,0,0,0,0.0,27,14,5,5,0.52,10,9,0,0,0.9,14,6,3,1,0.43,95,3,14,0.03,55,37,18,0,9.91,91,46,2,11.58,61,31,6,6.75,54,10,18,13,1,2.67,7,0,26,0.9999999999999998,5,6,0.67,0.51,0.51,0.19,99,90,OK저축은행
58,30,2017-11-17,KB손해보험,0,0,75,129,63,10,6,0.49,50,25,3,3,0.5,5,2,0,0,0.4,0,0,0,0,0.0,28,12,4,1,0.43,10,3,0,1,0.3,36,21,3,1,0.58,99,2,28,0.02,68,50,18,0,10.52,135,64,0,13.85,93,27,8,4.2,49,10,11,19,1,2.1,11,0,35,0.9999999999999996,5,2,0.74,0.47,0.29,0.2,107,108,대한항공
59,30,2017-11-17,대한항공,1,1,73,116,54,13,12,0.47,34,13,3,6,0.38,2,0,2,0,0.0,0,0,0,0,0.0,27,13,4,2,0.48,12,6,1,2,0.5,41,22,3,2,0.54,104,8,10,0.08,65,50,15,0,10.67,119,53,1,10.65,63,29,1,5.6,67,11,15,28,1,2.65,7,0,24,1.0,6,0,0.77,0.45,0.46,0.16,108,107,KB손해보험
60,31,2017-11-18,삼성화재,1,1,63,79,53,4,9,0.67,27,15,2,5,0.56,5,4,0,0,0.8,2,0,1,1,0.0,26,19,1,1,0.73,6,5,0,0,0.83,13,10,0,2,0.77,66,5,11,0.08,36,29,7,0,9.65,84,54,0,17.99,62,41,3,12.67,37,5,11,14,1,1.67,5,0,21,0.9999999999999998,5,3,0.81,0.64,0.66,0.14,83,70,한국전력
61,31,2017-11-18,한국전력,0,0,43,76,36,5,4,0.47,29,12,3,1,0.41,1,0,1,0,0.0,0,0,0,0,0.0,11,5,0,2,0.45,11,5,0,0,0.45,24,14,1,1,0.58,63,3,10,0.05,39,23,16,0,7.67,82,39,0,12.99,70,40,5,11.67,33,4,5,19,0,1.33,1,0,14,0.9999999999999996,5,5,0.59,0.48,0.57,0.12,70,83,삼성화재
62,32,2017-11-19,우리카드,1,0,54,93,48,11,4,0.52,44,21,5,3,0.48,5,3,1,0,0.6,0,0,0,0,0.0,22,13,2,1,0.59,10,6,1,0,0.6,12,5,2,0,0.42,73,1,21,0.01,42,26,16,0,6.58,93,44,0,11.0,76,37,4,8.5,35,5,9,15,0,1.25,4,0,25,0.9999999999999998,6,6,0.62,0.47,0.49,0.14,79,97,현대캐피탈
63,32,2017-11-19,현대캐피탈,0,1,71,90,57,6,5,0.63,30,14,2,2,0.47,3,3,0,0,1.0,0,0,0,0,0.0,28,18,3,3,0.64,18,16,0,0,0.89,11,6,1,0,0.55,95,4,15,0.04,55,38,17,0,9.5,92,56,1,14.0,59,31,1,7.5,56,10,16,22,1,2.5,6,0,22,0.9999999999999998,6,1,0.69,0.61,0.53,0.18,97,79,우리카드
64,33,2017-11-21,OK저축은행,0,1,83,118,69,8,7,0.58,39,19,4,4,0.49,11,6,1,1,0.55,1,1,0,0,1.0,45,32,2,2,0.71,10,5,1,0,0.5,12,6,0,0,0.5,101,6,23,0.06,55,44,11,0,11.25,121,67,2,16.83,88,36,5,7.83,50,8,13,23,1,2.0,7,0,33,0.9999999999999998,5,4,0.8,0.55,0.41,0.16,108,100,대한항공
65,33,2017-11-21,대한항공,1,0,57,94,44,7,8,0.47,27,13,1,4,0.48,0,0,0,0,0.0,0,0,0,0,0.0,21,10,3,1,0.48,14,9,0,0,0.64,32,12,3,3,0.38,90,5,11,0.06,52,34,17,1,8.67,75,32,1,10.67,66,31,2,7.25,52,8,14,23,0,2.0,8,0,21,0.9999999999999996,4,0,0.65,0.43,0.47,0.15,100,108,OK저축은행
66,34,2017-11-22,KB손해보험,1,1,77,109,58,12,10,0.53,30,13,4,6,0.43,2,2,0,0,1.0,0,0,0,0,0.0,26,14,4,2,0.54,15,8,1,0,0.53,36,21,3,2,0.58,103,7,19,0.07,48,33,15,0,7.37,105,53,1,10.6,88,51,4,9.4,53,12,12,21,3,2.58,9,0,33,1.0,6,2,0.69,0.5,0.58,0.23,108,106,삼성화재
67,34,2017-11-22,삼성화재,0,0,72,100,57,11,7,0.57,40,22,4,3,0.55,2,1,0,0,0.5,1,1,0,0,1.0,30,16,6,2,0.53,18,13,1,1,0.72,9,4,0,1,0.44,103,3,14,0.03,46,30,16,0,6.75,106,52,1,10.66,87,38,7,6.82,58,12,9,28,4,2.4,8,0,26,1.0,6,3,0.65,0.49,0.44,0.21,106,108,KB손해보험
68,35,2017-11-23,한국전력,0,0,39,74,34,11,5,0.46,40,18,5,4,0.45,0,0,0,0,0.0,0,0,0,0,0.0,17,7,6,0,0.41,12,6,0,1,0.5,5,3,0,0,0.6,46,3,14,0.07,31,25,6,0,8.33,56,21,2,7.0,40,24,1,7.66,19,2,5,8,1,0.67,2,0,22,0.9999999999999996,5,5,0.81,0.38,0.6,0.11,55,75,현대캐피탈
69,35,2017-11-23,현대캐피탈,1,1,45,60,30,2,3,0.5,14,4,1,2,0.29,4,3,0,0,0.75,0,0,0,0,0.0,29,14,1,1,0.48,4,3,0,0,0.75,9,6,0,0,0.67,59,3,9,0.05,38,30,8,0,10.01,64,32,0,10.66,43,25,3,7.34,30,12,5,8,1,3.99,12,0,13,0.9999999999999998,5,1,0.79,0.5,0.58,0.4,75,55,한국전력
70,36,2017-11-24,대한항공,0,1,58,80,36,7,10,0.45,24,9,3,4,0.38,0,0,0,0,0.0,0,0,0,0,0.0,22,11,0,3,0.5,8,4,1,0,0.5,26,12,3,3,0.46,74,11,15,0.15,33,23,10,0,7.67,74,35,0,11.66,60,30,0,9.99,38,11,8,14,1,3.66,10,0,26,0.9999999999999998,5,0,0.7,0.47,0.5,0.29,79,70,우리카드
71,36,2017-11-24,우리카드,1,0,39,65,32,11,8,0.49,22,11,2,2,0.5,2,1,1,0,0.5,0,0,0,0,0.0,25,13,4,5,0.52,6,3,0,0,0.5,10,4,4,1,0.4,59,0,9,0.0,35,25,10,0,8.33,70,35,0,11.66,50,16,9,3.0,31,7,9,11,0,2.33,6,0,17,0.9999999999999996,4,6,0.71,0.5,0.32,0.23,70,79,대한항공
72,37,2017-11-25,OK저축은행,0,0,36,61,29,10,3,0.48,18,7,2,1,0.39,1,0,1,0,0.0,0,0,0,0,0.0,17,10,4,1,0.59,7,2,1,0,0.29,18,10,2,1,0.56,40,3,8,0.08,21,14,7,0,4.68,5,1,0,0.33,50,20,5,4.99,22,4,4,11,0,1.33,2,0,11,0.9999999999999998,5,4,0.67,0.2,0.4,0.18,57,75,삼성화재
73,37,2017-11-25,삼성화재,1,1,56,59,39,4,1,0.66,21,14,1,1,0.67,1,0,0,0,0.0,0,0,0,0,0.0,15,12,2,0,0.8,12,6,0,0,0.5,10,7,1,0,0.7,70,5,8,0.07,31,21,10,0,7.0,56,36,2,11.99,46,23,4,6.67,45,12,7,17,1,4.0,10,0,12,0.9999999999999996,6,3,0.68,0.64,0.5,0.27,75,57,OK저축은행
74,38,2017-11-26,KB손해보험,1,0,56,84,43,7,4,0.51,27,11,3,1,0.41,3,1,0,0,0.33,0,0,0,0,0.0,27,15,1,3,0.56,3,2,0,0,0.67,24,14,3,0,0.58,71,5,14,0.07,46,30,16,0,7.75,92,42,2,12.0,71,29,7,5.83,47,8,12,19,1,2.41,7,0,21,0.9999999999999996,6,2,0.65,0.46,0.41,0.17,87,94,한국전력
75,38,2017-11-26,한국전력,0,1,73,106,56,10,9,0.53,64,32,7,7,0.5,0,0,0,0,0.0,0,0,0,0,0.0,14,9,0,1,0.64,14,8,2,1,0.57,14,7,1,0,0.5,91,8,17,0.09,49,39,10,0,9.75,101,51,1,12.92,74,25,6,4.75,44,9,16,13,0,2.25,5,0,27,1.0,6,5,0.8,0.5,0.34,0.2,94,87,KB손해보험
76,39,2017-11-28,대한항공,1,1,69,113,53,14,7,0.47,30,10,4,2,0.33,0,0,0,0,0.0,0,0,0,0,0.0,44,21,6,4,0.48,10,5,0,0,0.5,29,17,4,1,0.59,99,10,17,0.1,59,51,8,0,10.47,109,49,2,9.93,83,35,5,6.4,54,6,18,22,3,1.33,4,0,29,1.0,6,0,0.86,0.45,0.42,0.11,106,105,현대캐피탈
77,39,2017-11-28,현대캐피탈,0,0,73,113,54,6,9,0.48,39,18,2,2,0.46,2,1,0,0,0.5,0,0,0,0,0.0,25,9,2,4,0.36,12,7,0,0,0.58,35,19,2,3,0.54,102,5,20,0.05,50,41,9,0,8.45,113,55,4,11.05,85,28,10,4.33,66,14,17,22,3,2.8,12,0,36,1.0,6,1,0.82,0.49,0.33,0.21,105,106,대한항공
78,40,2017-11-29,삼성화재,1,1,71,94,56,6,6,0.6,43,23,3,3,0.53,4,1,1,1,0.25,0,0,0,0,0.0,26,18,2,0,0.69,14,10,0,1,0.71,7,4,0,1,0.57,96,4,14,0.04,43,32,11,0,8.0,84,50,0,12.5,66,39,3,9.0,52,11,12,18,3,2.75,7,0,23,0.9999999999999998,6,3,0.74,0.6,0.59,0.21,98,85,우리카드
79,40,2017-11-29,우리카드,0,0,53,86,46,9,6,0.53,25,13,1,1,0.52,7,3,1,1,0.43,0,0,0,0,0.0,15,9,1,1,0.6,15,11,0,1,0.73,24,10,6,2,0.42,70,3,11,0.04,45,31,14,0,8.17,104,48,1,12.25,66,41,3,11.0,34,4,11,14,0,1.08,4,0,18,0.9999999999999998,4,6,0.69,0.46,0.62,0.12,85,98,삼성화재
80,41,2017-11-30,OK저축은행,0,0,40,61,36,8,5,0.59,17,11,2,0,0.65,4,3,0,0,0.75,0,0,0,0,0.0,21,11,3,4,0.52,7,3,1,0,0.43,12,8,2,1,0.67,34,2,9,0.06,14,7,7,0,2.34,3,1,0,0.33,11,4,0,1.33,21,2,3,10,0,0.66,3,0,14,1.0,3,4,0.5,0.33,0.36,0.1,67,77,한국전력
81,41,2017-11-30,한국전력,1,1,55,66,42,3,2,0.64,32,18,2,1,0.56,1,1,0,0,1.0,0,0,0,0,0.0,16,11,1,0,0.69,5,3,0,0,0.6,12,9,0,1,0.75,75,3,8,0.04,31,23,8,0,7.67,70,42,2,13.99,54,26,3,7.67,38,10,5,18,1,3.33,8,0,13,0.9999999999999996,6,5,0.74,0.6,0.48,0.26,77,67,OK저축은행
82,42,2017-12-01,KB손해보험,0,0,35,51,27,4,4,0.53,22,11,1,1,0.5,0,0,0,0,0.0,0,0,0,0,0.0,14,6,2,2,0.43,6,5,0,0,0.83,9,5,1,1,0.56,43,5,7,0.12,23,18,5,0,6.0,57,27,2,9.0,44,15,6,3.67,25,3,7,13,1,0.99,2,0,14,0.9999999999999998,5,2,0.78,0.47,0.34,0.12,59,75,현대캐피탈
83,42,2017-12-01,현대캐피탈,1,1,52,59,37,4,1,0.63,20,8,1,1,0.4,6,4,0,0,0.67,0,0,0,0,0.0,18,15,1,0,0.83,7,4,1,0,0.57,8,6,1,0,0.75,72,8,15,0.11,28,22,6,0,7.34,62,38,1,12.66,48,20,7,4.33,32,7,8,13,0,2.34,8,0,17,0.9999999999999996,6,1,0.79,0.61,0.42,0.22,75,59,KB손해보험
84,43,2017-12-02,대한항공,1,0,78,121,63,13,11,0.52,35,14,4,9,0.4,0,0,0,0,0.0,0,0,0,0,0.0,34,15,7,1,0.44,13,10,0,0,0.77,39,24,2,1,0.62,93,5,16,0.05,66,47,18,1,9.55,124,61,0,12.2,94,51,4,9.4,54,10,9,24,2,2.0,7,0,30,0.9999999999999998,6,0,0.71,0.49,0.54,0.19,104,113,삼성화재
85,43,2017-12-02,삼성화재,0,1,79,113,61,10,5,0.54,51,26,6,1,0.51,4,4,0,0,1.0,0,0,0,0,0.0,38,21,3,2,0.55,12,5,0,2,0.42,8,5,1,0,0.62,112,4,16,0.04,68,49,19,0,9.9,116,55,2,11.13,86,37,5,6.6,64,14,16,24,0,2.8,12,0,23,0.9999999999999998,6,3,0.72,0.47,0.43,0.22,113,104,대한항공
86,44,2017-12-03,우리카드,1,0,82,121,71,6,12,0.59,46,24,4,1,0.52,8,6,0,0,0.75,0,0,0,0,0.0,32,17,2,7,0.53,13,8,0,2,0.62,22,16,0,2,0.73,98,5,16,0.05,58,42,16,0,9.45,134,74,2,15.0,71,36,4,7.3,49,6,16,22,1,1.66,6,0,31,0.9999999999999998,6,6,0.72,0.55,0.51,0.12,114,114,한국전력
87,44,2017-12-03,한국전력,0,1,78,113,62,6,10,0.55,52,24,5,5,0.46,1,0,0,0,0.0,0,0,0,0,0.0,26,13,0,3,0.5,15,11,0,1,0.73,19,14,1,1,0.74,114,6,15,0.05,50,34,16,0,6.800000000000001,114,60,0,12.0,94,49,6,8.6,53,10,10,23,0,2.0,9,0,25,0.9999999999999998,6,5,0.68,0.53,0.52,0.19,114,114,우리카드
88,45,2017-12-05,KB손해보험,0,1,70,90,54,7,5,0.6,34,18,2,2,0.53,3,3,0,0,1.0,0,0,0,0,0.0,17,13,1,0,0.76,6,3,0,1,0.5,30,17,4,2,0.57,99,6,22,0.06,42,32,10,0,6.92,60,34,0,8.4,76,28,8,4.63,44,10,6,18,3,2.1,8,0,30,0.9999999999999996,6,2,0.76,0.57,0.37,0.23,109,102,OK저축은행
89,45,2017-12-05,OK저축은행,1,0,66,100,51,10,12,0.51,24,11,1,6,0.46,5,4,0,0,0.8,0,0,0,0,0.0,36,19,5,5,0.53,8,3,0,0,0.38,27,14,4,1,0.52,94,8,26,0.09,44,33,11,0,6.6,103,50,0,10.0,79,40,7,6.6,43,7,8,23,0,1.4,5,0,38,0.9999999999999998,6,4,0.75,0.49,0.51,0.16,102,109,KB손해보험
90,46,2017-12-06,삼성화재,1,0,42,71,35,15,5,0.49,34,18,7,1,0.53,0,0,0,0,0.0,0,0,0,0,0.0,21,9,4,3,0.43,9,5,2,1,0.56,7,3,2,0,0.43,60,2,11,0.03,26,20,6,0,6.66,71,34,0,11.33,52,26,4,7.66,34,5,8,14,1,1.66,4,0,17,1.0,6,3,0.77,0.48,0.5,0.15,61,75,현대캐피탈
91,46,2017-12-06,현대캐피탈,0,1,58,65,39,5,1,0.6,16,8,2,0,0.5,7,7,0,0,1.0,0,0,0,0,0.0,10,7,1,0,0.7,12,6,1,1,0.5,20,11,1,0,0.55,69,4,16,0.06,34,23,11,0,7.67,70,39,0,12.99,45,28,1,9.0,35,15,6,11,1,5.01,12,0,18,1.0,5,1,0.68,0.56,0.62,0.43,75,61,삼성화재
92,47,2017-12-07,대한항공,0,1,70,103,53,5,14,0.51,38,14,1,4,0.37,3,2,0,0,0.67,0,0,0,0,0.0,28,16,1,5,0.57,9,6,0,1,0.67,25,15,3,4,0.6,82,6,15,0.07,51,42,9,0,10.83,94,44,2,11.08,55,19,4,3.83,57,11,21,15,3,2.75,9,0,34,0.9999999999999996,6,0,0.82,0.47,0.35,0.19,98,86,한국전력
93,47,2017-12-07,한국전력,1,0,47,109,37,12,10,0.34,48,13,9,4,0.27,1,1,0,0,1.0,0,0,0,0,0.0,30,12,0,4,0.4,13,6,0,1,0.46,17,5,3,1,0.29,83,4,12,0.05,65,48,17,0,12.0,111,36,1,9.0,75,33,6,6.75,44,6,13,19,1,1.5,3,0,24,0.9999999999999998,6,5,0.74,0.32,0.44,0.14,86,98,대한항공
94,48,2017-12-08,KB손해보험,1,1,59,76,44,4,7,0.58,44,23,0,6,0.52,0,0,0,0,0.0,0,0,0,0,0.0,17,11,2,1,0.65,4,4,0,0,1.0,11,6,2,0,0.55,44,8,12,0.18,34,27,7,0,9.0,9,6,0,2.01,54,26,3,7.67,23,7,7,7,1,2.3400000000000003,2,0,20,1.0,4,2,0.79,0.67,0.48,0.3,75,62,우리카드
95,48,2017-12-08,우리카드,0,0,32,50,25,7,2,0.5,29,13,3,1,0.45,0,0,0,0,0.0,0,0,0,0,0.0,9,6,3,0,0.67,3,1,0,1,0.33,9,5,1,0,0.56,41,3,6,0.07,18,12,6,0,4.01,57,28,1,9.33,32,14,5,3.0,27,4,6,11,0,1.33,3,0,9,1.0,3,6,0.67,0.49,0.44,0.15,62,75,KB손해보험
96,49,2017-12-09,OK저축은행,0,0,60,110,48,14,12,0.44,43,15,9,6,0.35,2,2,0,0,1.0,0,0,0,0,0.0,29,14,3,5,0.48,20,9,0,0,0.45,16,8,2,1,0.5,86,5,24,0.06,50,42,8,0,10.91,105,45,1,11.25,82,45,5,10.25,35,7,11,9,1,1.91,7,0,38,0.9999999999999996,4,4,0.84,0.43,0.55,0.2,88,96,현대캐피탈
97,49,2017-12-09,현대캐피탈,1,1,57,88,38,7,10,0.43,20,10,1,2,0.5,2,0,0,0,0.0,0,0,0,0,0.0,21,6,2,6,0.29,16,7,0,1,0.44,29,15,4,1,0.52,93,5,12,0.05,52,37,14,1,9.83,91,37,3,9.25,64,25,5,5.58,63,14,15,22,1,3.5,13,0,27,0.9999999999999996,5,1,0.71,0.41,0.39,0.22,96,88,OK저축은행
98,50,2017-12-10,삼성화재,1,0,66,108,52,13,11,0.48,34,15,5,3,0.44,3,1,1,1,0.33,1,1,0,0,1.0,33,17,6,3,0.52,16,6,1,1,0.38,21,12,0,3,0.57,89,2,7,0.02,47,32,15,0,8.75,107,49,3,12.5,77,41,5,10.0,63,12,12,31,0,3.0,11,0,21,0.9999999999999998,6,3,0.68,0.46,0.53,0.19,90,101,한국전력
99,50,2017-12-10,한국전력,0,1,80,112,62,12,6,0.55,47,26,5,1,0.55,4,2,0,0,0.5,0,0,0,0,0.0,27,11,3,4,0.41,15,9,1,0,0.6,19,14,3,1,0.74,100,5,17,0.05,39,32,7,0,8.08,109,60,0,15.0,84,42,2,10.0,62,13,11,26,1,3.25,9,0,24,1.0,6,5,0.82,0.55,0.5,0.21,101,90,삼성화재
100,51,2017-12-12,KB손해보험,1,0,75,106,58,7,8,0.55,49,21,4,4,0.43,2,1,0,0,0.5,0,0,0,0,0.0,25,15,1,3,0.6,9,7,0,0,0.78,21,14,2,1,0.67,88,6,16,0.07,47,30,17,0,6.66,78,38,1,9.53,90,36,9,6.17,43,11,7,18,3,2.53,7,0,28,1.0,6,2,0.64,0.49,0.4,0.26,99,106,대한항공
101,51,2017-12-12,대한항공,0,1,70,94,56,10,4,0.6,26,16,3,1,0.62,1,1,0,0,1.0,0,0,0,0,0.0,29,16,2,2,0.55,11,7,1,0,0.64,27,16,4,1,0.59,98,8,14,0.08,39,30,8,1,6.05,92,52,1,10.45,80,30,5,5.05,59,6,13,32,1,1.3,7,0,21,0.9999999999999998,6,0,0.77,0.57,0.38,0.1,106,99,KB손해보험
102,52,2017-12-13,OK저축은행,1,0,37,59,27,7,9,0.46,15,5,3,2,0.33,3,2,0,0,0.67,0,0,0,0,0.0,18,8,2,4,0.44,9,5,0,0,0.56,14,7,2,3,0.5,43,2,12,0.05,10,9,1,0,2.99,58,29,0,9.66,29,14,3,3.67,28,8,4,11,0,2.67,5,0,21,1.0,5,4,0.9,0.5,0.48,0.29,55,75,우리카드
103,52,2017-12-13,우리카드,0,1,47,59,35,9,2,0.59,22,12,4,1,0.55,4,4,0,0,1.0,0,0,0,0,0.0,12,7,3,0,0.58,8,4,0,1,0.5,13,8,2,0,0.62,73,4,8,0.05,36,26,10,0,8.65,57,32,0,10.67,40,17,2,5.0,29,8,6,11,0,2.67,7,0,10,0.9999999999999998,6,6,0.72,0.56,0.42,0.28,75,55,OK저축은행
104,53,2017-12-14,한국전력,1,0,34,86,30,9,11,0.35,52,18,5,6,0.35,0,0,0,0,0.0,0,0,0,0,0.0,14,5,2,3,0.36,8,2,0,1,0.25,12,5,2,1,0.42,54,1,9,0.02,41,32,9,0,10.66,82,27,1,9.0,60,17,5,3.99,28,3,8,14,0,1.0,1,0,21,1.0,6,5,0.78,0.33,0.28,0.11,52,75,현대캐피탈
105,53,2017-12-14,현대캐피탈,0,1,49,64,37,3,6,0.58,20,11,1,2,0.55,2,2,0,0,1.0,0,0,0,0,0.0,16,11,1,2,0.69,13,5,1,1,0.38,13,8,0,1,0.62,69,4,5,0.06,41,37,4,0,12.33,69,33,3,11.0,43,24,1,7.67,47,8,15,16,0,2.67,8,0,14,0.9999999999999996,4,1,0.9,0.48,0.56,0.17,75,52,한국전력
106,54,2017-12-15,KB손해보험,0,0,41,72,31,14,4,0.43,24,6,9,1,0.25,1,0,0,0,0.0,0,0,0,0,0.0,15,9,1,2,0.6,5,3,0,0,0.6,27,13,4,1,0.48,68,4,11,0.06,31,21,10,0,5.33,69,28,1,7.0,72,33,6,6.75,37,6,6,19,1,1.5,4,0,17,1.0,6,2,0.68,0.41,0.46,0.16,76,94,삼성화재
107,54,2017-12-15,삼성화재,1,1,72,87,51,6,10,0.59,39,19,2,7,0.49,2,0,1,0,0.0,1,1,0,0,1.0,25,17,0,2,0.68,11,7,1,1,0.64,9,7,2,0,0.78,93,7,20,0.08,37,28,9,0,7.0,83,47,2,11.75,65,27,5,5.5,41,14,9,13,0,3.5,13,0,32,0.9999999999999998,6,3,0.76,0.57,0.42,0.34,94,76,KB손해보험
108,55,2017-12-16,OK저축은행,1,0,69,119,57,13,11,0.48,42,13,5,8,0.31,6,3,1,0,0.5,0,0,0,0,0.0,22,12,4,2,0.55,14,7,1,1,0.5,35,22,2,0,0.63,101,5,16,0.05,51,37,14,0,7.55,117,56,1,11.2,91,51,6,9.0,45,7,11,20,0,1.45,6,0,28,0.9999999999999998,6,4,0.73,0.48,0.56,0.16,109,118,대한항공
109,55,2017-12-16,대한항공,0,1,87,115,68,7,10,0.59,25,8,2,2,0.32,4,4,0,0,1.0,0,0,0,0,0.0,38,25,0,6,0.66,15,7,0,0,0.47,33,24,5,2,0.73,116,6,25,0.05,65,40,25,0,8.23,118,67,2,14.07,91,48,5,8.6,55,13,15,17,1,2.65,10,0,38,0.9999999999999998,6,0,0.62,0.57,0.53,0.24,118,109,OK저축은행
110,56,2017-12-17,우리카드,0,1,84,122,67,10,8,0.55,65,30,6,4,0.46,2,2,0,0,1.0,0,0,0,0,0.0,19,12,4,1,0.63,13,8,0,0,0.62,23,15,0,3,0.65,108,5,17,0.05,57,43,14,0,9.1,123,66,1,13.2,83,38,6,6.4,59,12,17,22,0,2.4000000000000004,11,0,26,1.0,6,6,0.75,0.54,0.46,0.2,112,110,현대캐피탈
111,56,2017-12-17,현대캐피탈,1,0,81,122,64,10,8,0.52,40,15,3,2,0.38,0,0,0,0,0.0,0,0,0,0,0.0,38,20,6,2,0.53,13,8,0,0,0.62,31,21,1,4,0.68,107,7,13,0.07,54,42,12,0,8.9,126,63,2,12.65,84,47,4,9.05,60,10,14,28,0,2.0,11,0,23,0.9999999999999996,6,1,0.78,0.5,0.56,0.17,110,112,우리카드
112,57,2017-12-19,KB손해보험,0,1,75,114,58,9,8,0.51,48,21,4,4,0.44,2,2,0,0,1.0,0,0,0,0,0.0,30,16,1,1,0.53,6,4,0,0,0.67,28,15,4,3,0.54,94,8,14,0.09,58,46,12,0,11.75,119,56,0,14.66,85,30,7,5.75,57,9,17,17,5,2.25,3,0,27,0.9999999999999998,6,2,0.79,0.47,0.35,0.16,99,97,한국전력
113,57,2017-12-19,한국전력,1,0,66,119,50,9,13,0.42,66,25,4,8,0.38,1,0,0,0,0.0,0,0,0,0,0.0,22,8,1,5,0.36,14,6,1,0,0.43,16,11,3,0,0.69,89,7,9,0.08,62,48,14,0,12.0,117,47,1,11.75,84,30,8,5.75,54,9,13,24,0,2.25,6,0,23,0.9999999999999998,6,5,0.77,0.4,0.36,0.17,97,99,KB손해보험
114,58,2017-12-20,OK저축은행,1,0,55,93,45,10,14,0.48,25,11,3,3,0.44,6,4,0,1,0.67,0,0,0,0,0.0,30,14,4,5,0.47,14,6,2,3,0.43,18,10,1,2,0.56,64,1,10,0.02,44,28,16,0,9.33,97,43,0,14.33,69,38,3,11.66,35,9,9,14,1,3.0,6,0,25,0.9999999999999996,6,4,0.64,0.44,0.55,0.26,71,83,삼성화재
115,58,2017-12-20,삼성화재,0,1,57,74,43,9,5,0.58,26,15,2,2,0.58,1,1,0,0,1.0,1,0,1,0,0.0,31,16,5,3,0.52,11,8,0,0,0.73,4,3,1,0,0.75,77,4,7,0.05,35,22,13,0,7.34,73,40,0,13.32,62,34,2,10.66,46,10,11,15,0,3.34,6,0,12,0.9999999999999996,5,3,0.63,0.55,0.55,0.22,83,71,OK저축은행
